순위,소환사,티어,LP,레벨,모스트 챔피언,승률
3170,"rekihyrgnuh
#aaaaa",master,132,122,"문도 박사, 블라디미르","59승
56패
51%"
3171,"qwreyehasag231
#qwer",master,132,528,"판테온, 가렌, 잭스","59승
56패
51%"
3172,"aknid
#NA1",master,132,535,"카밀, 나르, 갱플랭크","23승
13패
64%"
3173,"KGFaker
#NA1",master,131,972,"멜, 신드라, 오로라","58승
62패
48%"
3174,"keke
#kiwi",master,131,733,"룰루, 카르마, 조이","51승
48패
52%"
3175,"Main Sup
#XDD",master,131,942,"파이크, 타릭, 라칸","241승
247패
49%"
3176,"Nabissi
#NA01",master,131,889,"흐웨이, 카르마, 볼리베어","91승
71패
56%"
3177,"Roton
#647",master,131,580,"트위치, 시비르, 애쉬","57승
43패
57%"
3178,"koog
#NA1",master,131,405,"아펠리오스, 진, 쓰레쉬","68승
65패
51%"
3179,"Etibngos
#6004",master,131,76,"우르곳, 오공, 가렌","249승
249패
50%"
3180,"intu
#000",master,130,"1,027","베인, 트리스타나, 릴리아","328승
328패
50%"
3181,"Nova Noodles
#NA2",master,130,235,"나미, 룰루, 밀리오","99승
90패
52%"
3182,"Mori
#88888",master,130,705,"다리우스, 판테온, 세트","61승
59패
51%"
3183,"Hazeux
#NA1",master,130,981,"라칸, 브라움, 누누와 윌럼프","135승
124패
52%"
3184,"Froyo
#0000",master,130,981,"에코, 르블랑, 럼블","96승
87패
52%"
3185,"Repfix
#NA1",master,130,214,"카직스, 그레이브즈, 리 신","78승
65패
55%"
3186,"Ambitieux
#NA1",master,130,759,"아리, 오로라, 직스","28승
21패
57%"
3187,"operat0r
#NA1",master,130,675,"나서스, 일라오이, 요릭","173승
171패
50%"
3188,"Greg49
#Greg",master,130,46,"우르곳, 모데카이저, 가렌","61승
27패
69%"
3189,"1993 vintage
#12312",master,130,86,"트위치, 오리아나, 브랜드","135승
130패
51%"
3190,"2 Inch PUNISHER
#2222",master,130,152,"블리츠크랭크, 알리스타, 쓰레쉬","37승
29패
56%"
3191,"institutional
#jgl",master,130,121,"비에고, 바이, 판테온","106승
77패
58%"
3192,"ytsaid
#Flays",master,129,926,"렐, 쓰레쉬, 블리츠크랭크","226승
225패
50%"
3193,"Bevinzhang
#还在刷野",master,129,410,"마스터 이, 카서스, 그레이브즈","82승
80패
51%"
3194,"Judge
#mich",master,129,588,"쉔, 스웨인, 노틸러스","154승
154패
50%"
3195,"shadder3k
#vvx",master,129,"1,139","야스오, 제드, 요네","156승
134패
54%"
3196,"Capks
#NA1",master,129,349,"제드, 애니비아, 야스오","60승
58패
51%"
3197,"PuertoJew
#NA1",master,129,"1,066","이즈리얼, 진, 바루스","74승
68패
52%"
3198,"ZeroDomain
#Kass",master,129,894,"빅토르, 흐웨이, 요네","42승
37패
53%"
3199,"seeoh
#NA1",master,129,488,"잔나, 레오나, 나미","99승
98패
50%"
3200,"I Am Trainer Red
#NA1",master,129,809,"피즈, 제라스, 제드","129승
137패
48%"
3201,"irritable
#poo",master,129,449,"조이, 탈리야, 직스","85승
81패
51%"
3202,"Rycah
#NA1",master,129,491,"암베사, 트런들, 아트록스","49승
43패
53%"
3203,"forsenn
#forse",master,129,289,"가렌, 초가스, 바드","137승
131패
51%"
3204,"snowfox
#puppy",master,128,793,"아펠리오스, 빅토르, 애쉬","104승
97패
52%"
3205,"i like aryt
#NA1",master,128,973,"나미, 룰루, 카르마","107승
85패
56%"
3206,"rainydaz3
#NA1",master,128,814,"렐, 레오나, 룰루","49승
47패
51%"
3207,"million
#0001",master,128,206,"트런들, 피오라, 잭스","516승
489패
51%"
3208,"Darlim
#NA1",master,128,282,"오리아나, 사일러스, 르블랑","28승
18패
61%"
3209,"Lidds
#NA1",master,128,973,"케이틀린, 비에고, 바이","171승
180패
49%"
3210,"marseilleBébé
#NA1",master,128,66,"아리, 오리아나, 리 신","70승
67패
51%"
3211,"180921
#07403",master,128,278,"바이, 오공, 스카너","38승
24패
61%"
3212,"Junior
#SRN",master,128,849,"스웨인, 알리스타, 밀리오","117승
111패
51%"
3213,"BanhTrangUSA
#NA1",master,128,107,"럭스, 세라핀, 나미","85승
65패
57%"
3214,"Starlight Ilora
#NA1",master,127,339,"소라카, 나미, 세라핀","69승
74패
48%"
3215,"BelievInYourself
#trust",master,127,264,"카직스, 나피리, 킨드레드","61승
39패
61%"
3216,"Around
#NA1",master,127,455,"하이머딩거, 트린다미어, 카르마","94승
77패
55%"
3217,"ChlorineDrinker1
#CL1",master,127,"1,273","마오카이, 트위치, 쓰레쉬","92승
79패
54%"
3218,"IG TheShyt
#NA1",master,127,201,"바루스, 잭스, 암베사","52승
48패
52%"
3219,"DOHINKUSWAHMWAHM
#NA1",master,127,243,"베인, 리븐, 자야","26승
14패
65%"
3220,"Green Tea Matcha
#NA1",master,127,455,"마스터 이, 말자하, 오리아나","148승
103패
59%"
3221,"Skippy Shadow
#NA1",master,127,745,"브라움, 뽀삐, 알리스타","37승
24패
61%"
3222,"Para Ti
#NA1",master,127,"1,163","볼리베어, 세트, 그라가스","121승
98패
55%"
3223,"DjChu
#HELP",master,126,917,"세라핀, 흐웨이, 멜","74승
71패
51%"
3224,"PlasmaCloud
#NA1",master,126,374,"라칸, 뽀삐, 렐","176승
149패
54%"
3225,"Yoshiji
#oof",master,126,"1,034","베이가, 멜, 암베사","183승
182패
50%"
3226,"ZÆTOZ
#123",master,126,235,"트리스타나, 세나, 카이사","239승
246패
49%"
3227,"TheAz
#NA1",master,126,674,"마오카이, 럭스, 자르반 4세","44승
36패
55%"
3228,"Honettel
#NA1",master,126,86,"흐웨이, 암베사, 아우렐리온 솔","56승
43패
57%"
3229,"Chaos Return
#NA1",master,126,505,"징크스, 미스 포츈, 이즈리얼","185승
171패
52%"
3230,"I U
#Palet",master,125,185,"진, 애쉬, 케이틀린","131승
122패
52%"
3231,"NewShoes
#100",master,125,371,"아크샨, 볼리베어, 스카너","47승
30패
61%"
3232,"SSW Priest
#NA1",master,125,652,"세나, 소나, 나미","131승
114패
53%"
3233,"Sasasam123
#NA1",master,125,729,"룰루, 블리츠크랭크, 나미","113승
114패
50%"
3234,"Tekaa
#NA1",master,125,465,"야스오, 징크스, 멜","64승
50패
56%"
3235,"Scyrnn
#NA1",master,125,"1,100","에코, 스웨인, 노틸러스","89승
96패
48%"
3236,"Hi im Marcos
#NA1",master,125,537,"판테온, 볼리베어, 말파이트","153승
118패
56%"
3237,"FalconPICK2
#HIM",master,125,675,"아크샨, 세나, 코르키","128승
126패
50%"
3238,"Celesteriu
#999",master,125,507,"야스오, 다리우스, 요네","49승
39패
56%"
3239,"DomeThunder
#NA1",master,125,"1,518","제라스, 케이틀린, 바드","185승
192패
49%"
3240,"Zyxil
#1v9",master,125,83,"질리언, 바드, 브라움","163승
140패
54%"
3241,"ーハー F i j i ゅゆゅ
#T0BI",master,125,131,"질리언, 유미, 나미","100승
95패
51%"
3242,"SuperEdgyName666
#NA1",master,124,"1,085","렝가, 그레이브즈, 카서스","219승
229패
49%"
3243,"Shlide
#NA1",master,124,804,"갈리오, 노틸러스, 아리","68승
62패
52%"
3244,"SimpleButPerfect
#NA1",master,124,696,"다이애나, 스카너, 가렌","100승
105패
49%"
3245,"GodlikeGuts
#NA1",master,124,852,"초가스, 말파이트, 다리우스","163승
156패
51%"
3246,"WoodyInNa
#420",master,124,62,"나르, 모데카이저, 스웨인","76승
52패
59%"
3247,"AgentDokho
#NA1",master,124,45,"피들스틱, 자르반 4세, 그웬","75승
38패
66%"
3248,"Dcatal
#NA1",master,124,497,"아펠리오스, 코르키, 카이사","88승
86패
51%"
